交易日期,開盤價,最高價,最低價,收盤價,成交量
20250430,20166,20268,20062,20149,101584
20250502,20183,20710,19921,20677,133165
20250505,20652,20900,20206,20404,148990
20250506,20424,20483,20139,20337,120479
20250507,20333,20560,20158,20381,129876
20250508,20388,20695,20250,20575,125866
20250509,20561,20872,20504,20848,123404
20250512,20852,21134,20728,21066,97723
20250513,21068,21520,21068,21360,122372
20250514,21358,21787,21314,21768,109032
20250515,21802,21889,21676,21694,89234
20250516,21698,21878,21629,21821,87368
20250519,21821,21930,21499,21538,97760
20250520,21518,21773,21475,21539,88580
20250521,21535,21852,21494,21849,56584
20250522,21670,21725,21390,21503,95202
20250523,21508,21640,21333,21470,95944
20250526,21449,21569,21072,21385,121920
20250527,21410,21438,21133,21233,74413
20250528,21227,21512,21150,21252,104240
20250529,21254,21616,21192,21320,107657
20250602,21281,21285,20790,20866,121938
20250603,20881,21221,20830,20971,102055
20250604,21026,21533,20975,21482,96402
20250605,21496,21677,21453,21553,79072
20250606,21554,21752,21502,21578,92983
20250609,21577,21788,21534,21727,72731
20250610,21750,22236,21721,22113,95661
20250611,22129,22355,22096,22351,88873
20250612,22363,22493,22214,22252,83902
20250613,22236,22350,21893,21940,116044
20250616,21960,22146,21868,22032,97293
20250617,22061,22278,22036,22159,89972
20250618,22144,22384,22028,22308,65491
20250619,21963,21990,21675,21704,98823
20250620,21679,21743,21466,21653,95135
20250623,21645,21789,21205,21473,129261
20250624,21481,21966,21350,21959,123997
20250625,22010,22168,21927,22159,87380
20250626,22150,22263,22078,22117,90197
20250627,22124,22221,21989,22121,97335
20250630,22086,22254,22036,22145,92900
20250701,22138,22593,22013,22353,113731
20250702,22350,22409,22208,22396,83661
20250703,22390,22716,22281,22675,89524
20250704,22713,22874,22431,22435,87979
20250707,22430,22506,22244,22336,87491
20250708,22312,22427,22141,22251,108061
20250709,22275,22473,22146,22434,84412
20250710,22438,22647,22366,22611,94225
20250711,22617,22774,22488,22764,88084
20250714,22745,22752,22520,22551,80323
20250715,22524,22882,22462,22810,97404
20250716,22829,23116,22814,23047,63301
20250717,22888,23150,22810,23148,102747
20250718,23327,23414,23230,23262,95859
20250721,23279,23323,23172,23228,68558
20250722,23260,23406,22977,22990,105402
20250723,23016,23258,22862,23186,98532
20250724,23197,23408,23153,23310,75883
20250725,23303,23328,23188,23238,67369
20250728,23239,23483,23189,23392,85600
20250729,23398,23400,23027,23163,99431
20250730,23200,23421,23132,23361,105300
20250731,23365,23621,23222,23589,102474
20250801,23595,23683,23048,23344,119650
20250804,23297,23323,22979,23260,113848
20250805,23282,23584,23267,23575,76685
20250806,23599,23622,23376,23425,87121
20250807,23416,24054,23291,23997,110270
20250808,24001,24132,23930,23949,85275
20250811,23927,24223,23833,24162,88512
20250812,24166,24241,24071,24135,77321
20250813,24170,24412,24133,24347,104046
20250814,24349,24440,24207,24250,74378
20250815,24247,24385,24188,24312,84781
20250818,24320,24462,24138,24426,85441
20250819,24388,24447,24313,24342,66549
20250820,24350,24380,23631,23637,71087
20250821,23661,23943,23531,23852,113096
20250822,23870,23982,23732,23750,95487
20250825,23720,24314,23717,24251,117684
20250826,24230,24281,24090,24253,81503
20250827,24242,24496,24189,24463,78841
20250828,24473,24488,24203,24228,98525
20250829,24268,24453,24246,24267,93685
20250901,24250,24284,23847,24008,130131
20250902,24019,24249,23879,23965,93320
20250903,24009,24083,23691,23997,127390
20250904,24020,24365,23977,24132,124468
20250905,24125,24429,24120,24419,89972
20250908,24440,24674,24288,24551,119775
20250909,24570,24838,24562,24802,81317
20250910,24809,25244,24750,25178,110501
20250911,25193,25475,25165,25240,122782
20250912,25259,25466,25255,25459,88691
20250915,25428,25450,25269,25353,90632
20250916,25371,25663,25284,25629,78616
20250917,25620,25649,25402,25433,58847
20250918,25474,25747,25349,25709,118149
20250919,25707,25888,25594,25671,128112
20250922,25667,25941,25642,25891,86671
20250923,25864,26328,25792,26273,117496
20250924,26263,26544,26072,26237,130195
20250925,26231,26296,26087,26097,93811
20250926,26065,26094,25500,25669,154194
20250930,25650,26046,25566,25954,104183
20251001,25948,26375,25913,26045,112469
20251002,25982,26527,25920,26431,108802
20251003,26428,26764,26365,26745,115187
20251007,26769,27356,26632,27322,112766
20251008,27291,27396,26912,27093,110310
20251009,27025,27455,27000,27335,114867
20251013,27342,27396,26390,26904,129792
20251014,26920,27450,26716,26718,158949
20251015,26740,27191,26500,27156,111588
20251016,27329,27877,27230,27822,175066
20251017,27782,27814,27244,27328,163432
20251020,27265,27824,27037,27783,172520
20251021,27818,28036,27703,27833,122205
20251022,27826,27948,27526,27704,129354
20251023,27732,27738,27311,27556,131678
20251027,27620,28291,27496,28225,112347
20251028,28236,28320,27984,28002,99148
20251029,27988,28446,27953,28412,101005
20251030,28443,28552,28181,28398,131777
20251031,28380,28588,28200,28431,114092
20251103,28430,28583,28150,28340,123994
20251104,28322,28594,28113,28117,130865
20251105,28100,28229,27415,27805,173924
20251106,27860,28157,27746,28034,118735
20251107,28010,28136,27954,28119,16367
